,exp_id,agent_id,env_name,exp_seed,num_episodes,policy_seed,K,policy_id,dir_policy_id,episode_returns_mean,episode_returns_std,episode_returns_max,episode_returns_min,episode_steps_mean,episode_steps_std,episode_times_mean,episode_times_std,episode_dones,num_outcome_LOSS,num_outcome_DRAW,num_outcome_WIN,num_outcome_NA
1182,452,0,Driving7x7RoundAbout-n2-v0,0,1000,2,0,klr_k0_seed2-v0,pi_0,0.954750000000005,0.895533325733894,1.6,-1.25,25.71,13.9511970812544,0.098158031463623,0.273490839873222,1,121,0,676,203
1194,11,0,Driving7x7RoundAbout-n2-v0,0,1000,0,0,klr_k0_seed0-v0,pi_0,1.29335,0.711950333590761,1.6,-0.95,19.056,7.04392390646009,0.074129430532455,0.206057632011289,1,88,0,884,28
1216,595,0,Driving7x7RoundAbout-n2-v0,0,1000,3,0,klr_k0_seed3-v0,pi_0,1.39629999999999,0.591376622804789,1.6,-1.1,47.283,10.5024240535221,0.11480702662468,0.479376518387332,1,61,0,936,3
1218,10,0,Driving7x7RoundAbout-n2-v0,0,1000,0,0,klr_k0_seed0-v0,pi_0,0.881250000000003,0.932274604126918,1.6,-0.95,20.963,15.9248118042255,0.078158950805664,0.211671016134934,1,173,0,637,190
1227,435,1,Driving7x7RoundAbout-n2-v0,0,1000,4,0,klr_k0_seed4-v0,pi_0,0.938250000000005,0.968377218598211,1.6,-0.95,19.169,11.0545212017527,0.071676955699921,0.159022630511698,1,215,0,710,75
1231,92,1,Driving7x7RoundAbout-n2-v0,0,1000,1,0,klr_k0_seed1-v0,pi_0,0.756900000000004,0.944358189459917,1.6,-0.95,26.983,15.269273427377,0.101848145008087,0.290302743313847,1,203,0,557,240
1234,109,0,Driving7x7RoundAbout-n2-v0,0,1000,0,0,klr_k0_seed0-v0,pi_0,1.30975,0.622276013919864,1.6,-0.85,18.698,9.99593897540396,0.070697711467743,0.17302433933144,1,58,0,860,82
1245,295,1,Driving7x7RoundAbout-n2-v0,0,1000,2,0,klr_k0_seed2-v0,pi_0,1.43169999999999,0.520432618116892,1.6,-1,47.94,9.42010615651437,0.119968950748444,0.495592433616038,1,44,0,949,7
1248,498,0,Driving7x7RoundAbout-n2-v0,0,1000,2,0,klr_k0_seed2-v0,pi_0,0.998350000000005,0.939244258699515,1.6,-0.95,21.233,14.375002991304,0.084098140954971,0.269519326588363,1,170,0,726,104
1249,498,1,Driving7x7RoundAbout-n2-v0,0,1000,3,0,klr_k0_seed3-v0,pi_0,1.094,0.918307682642373,1.6,-0.95,21.233,14.375002991304,0.084098140954971,0.269519326588363,1,170,0,794,36
1253,456,1,Driving7x7RoundAbout-n2-v0,0,1000,2,0,klr_k0_seed2-v0,pi_0,1.3298,0.499561767952669,1.6,0.1,26.561,11.7066766846958,0.10478595662117,0.314140725362655,1,0,0,829,171
1263,680,1,Driving7x7RoundAbout-n2-v0,0,1000,4,0,klr_k0_seed4-v0,pi_0,1.076,0.872364029519787,1.6,-0.95,19.867,10.4482204704916,0.08125270152092,0.245691955175943,1,143,0,769,88
1269,239,1,Driving7x7RoundAbout-n2-v0,0,1000,4,0,klr_k0_seed4-v0,pi_0,0.837650000000002,0.926938497150698,1.6,-0.95,26.025,14.8720669377192,0.104075745820999,0.335388394855422,1,183,0,618,199
1299,421,1,Driving7x7RoundAbout-n2-v0,0,1000,4,0,klr_k0_seed4-v0,pi_0,0.905400000000005,0.975897453629213,1.6,-0.9,22.521,14.5678948032995,0.082068758487701,0.216744399330017,1,231,0,696,73
1301,617,1,Driving7x7RoundAbout-n2-v0,0,1000,3,0,klr_k0_seed3-v0,pi_0,1.45999999999999,0.38080835074877,1.6,-0.85,18.082,9.07409918394107,0.073635375499725,0.217154453467272,1,17,0,941,42
1308,254,0,Driving7x7RoundAbout-n2-v0,0,1000,1,0,klr_k0_seed1-v0,pi_0,1.44109999999999,0.350379494263007,1.6,0.25,21.034,9.71600967475846,0.079082694530487,0.181925525355222,1,0,0,909,91
1319,15,1,Driving7x7RoundAbout-n2-v0,0,1000,0,0,klr_k0_seed0-v0,pi_0,1.50579999999999,0.234758088252567,1.6,0.1,17.152,6.45824248538254,0.066637497425079,0.181489207627703,1,0,0,967,33
1346,207,0,Driving7x7RoundAbout-n2-v0,0,1000,0,0,klr_k0_seed0-v0,pi_0,1.3342,0.591697017061941,1.6,-0.9,21.751,9.88245915751743,0.084747035503387,0.244806479132596,1,43,0,877,80
1350,645,0,Driving7x7RoundAbout-n2-v0,0,1000,3,0,klr_k0_seed3-v0,pi_0,0.981800000000002,0.962485719374585,1.6,-0.95,21.781,14.2954202106829,0.083993014335632,0.244664222673697,1,223,0,740,37
1351,645,1,Driving7x7RoundAbout-n2-v0,0,1000,4,0,klr_k0_seed4-v0,pi_0,0.850500000000003,0.983358912096701,1.6,-0.95,21.781,14.2954202106829,0.083993014335632,0.244664222673697,1,223,0,653,124
1359,701,1,Driving7x7RoundAbout-n2-v0,0,1000,4,0,klr_k0_seed4-v0,pi_0,1.46259999999999,0.326215021113377,1.6,0,22.716,7.57504745859721,0.088558667182922,0.220994387057708,1,0,0,952,48
1360,302,0,Driving7x7RoundAbout-n2-v0,0,1000,1,0,klr_k0_seed1-v0,pi_0,0.791700000000003,0.942277087697664,1.6,-0.95,32.307,18.347826874047,0.117768691539764,0.328762331895799,1,178,0,567,255
1361,302,1,Driving7x7RoundAbout-n2-v0,0,1000,2,0,klr_k0_seed2-v0,pi_0,0.860800000000006,0.96762252970877,1.6,-0.95,32.307,18.347826874047,0.117768691539764,0.328762331895799,1,178,0,628,194
1362,549,0,Driving7x7RoundAbout-n2-v0,0,1000,2,0,klr_k0_seed2-v0,pi_0,0.469400000000003,1.03630287078633,1.6,-0.95,23.953,18.8523417908757,0.093294194221497,0.325436142921574,1,297,0,435,268
1382,209,0,Driving7x7RoundAbout-n2-v0,0,1000,0,0,klr_k0_seed0-v0,pi_0,1.087,0.724873092340999,1.6,-0.95,24.932,15.0258236379907,0.099742661952972,0.304229627758706,1,54,0,708,238
1393,372,1,Driving7x7RoundAbout-n2-v0,0,1000,3,0,klr_k0_seed3-v0,pi_0,1.26805,0.694785360741003,1.6,-0.85,18.462,11.0129267681212,0.068299494504929,0.151610542749234,1,87,0,856,57
1394,551,0,Driving7x7RoundAbout-n2-v0,0,1000,2,0,klr_k0_seed2-v0,pi_0,0.417400000000003,1.06362222616867,1.6,-0.95,22.511,18.4191172155454,0.083289004325867,0.257394077157131,1,355,0,433,212
1419,505,1,Driving7x7RoundAbout-n2-v0,0,1000,3,0,klr_k0_seed3-v0,pi_0,1.48609999999999,0.290476832122631,1.6,-0.05,22.717,8.68912602049251,0.091798657894135,0.266414763810864,1,0,0,953,47
1429,589,1,Driving7x7RoundAbout-n2-v0,0,1000,3,0,klr_k0_seed3-v0,pi_0,1.44314999999999,0.497715357910523,1.6,-1.05,48.062,8.84432903051441,0.121625562191009,0.504831810710184,1,42,0,956,2
1437,652,1,Driving7x7RoundAbout-n2-v0,0,1000,4,0,klr_k0_seed4-v0,pi_0,1.38464999999999,0.467201110336867,1.6,-0.65,22.985,10.3196305650929,0.087804290056229,0.212350883972759,1,10,0,901,89
1443,365,1,Driving7x7RoundAbout-n2-v0,0,1000,3,0,klr_k0_seed3-v0,pi_0,0.912250000000004,1.016350056575,1.6,-0.95,16.486,12.0410881568071,0.064346730470657,0.163979385102331,1,241,0,716,43
1447,666,1,Driving7x7RoundAbout-n2-v0,0,1000,4,0,klr_k0_seed4-v0,pi_0,1.0654,0.867826503397998,1.6,-0.95,20.724,11.8689436766715,0.077862178325653,0.183137151756591,1,148,0,759,93
1452,354,0,Driving7x7RoundAbout-n2-v0,0,1000,1,0,klr_k0_seed1-v0,pi_0,1.2117,0.646717179298646,1.6,-0.95,24.505,13.936282682265,0.096695426464081,0.314488795794759,1,56,0,775,169
1455,638,1,Driving7x7RoundAbout-n2-v0,0,1000,4,0,klr_k0_seed4-v0,pi_0,1.36914999999999,0.627850123437113,1.6,-1.1,47.297,10.1690113088736,0.121396024703979,0.502260614554541,1,62,0,918,20
1462,502,0,Driving7x7RoundAbout-n2-v0,0,1000,2,0,klr_k0_seed2-v0,pi_0,1.00475,0.921954411833901,1.6,-0.95,21.701,13.6948018970703,0.087114908456802,0.289018281032536,1,149,0,717,134
1464,598,0,Driving7x7RoundAbout-n2-v0,0,1000,3,0,klr_k0_seed3-v0,pi_0,1.075,0.914045950704883,1.6,-0.95,16.325,10.7207917151673,0.063365560770035,0.174720780387095,1,173,0,775,52
1466,304,0,Driving7x7RoundAbout-n2-v0,0,1000,1,0,klr_k0_seed1-v0,pi_0,0.972000000000003,0.905848221282125,1.6,-0.95,22.718,14.5849400410149,0.089624037981033,0.286914205301483,1,159,0,689,152
4,216,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.26265,0.767253202991029,1.6,-0.95,16.259,5.23716707772437,0.065620636940002,0.174770358326634,1,121,0,879,0
6,363,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.50679999999999,0.309457202210583,1.6,-0.8,17.795,3.00515806572633,0.071403080463409,0.188798894564485,1,18,0,982,0
13,730,1,Driving7x7RoundAbout-n2-v0,0,1000,4,1,klr_k1_seed4-v0,pi_1,1.53614999999999,0.180140715830707,1.6,-0.9,19.9,2.78675438458433,0.076920799255371,0.210235126303374,1,5,0,995,0
23,436,1,Driving7x7RoundAbout-n2-v0,0,1000,4,1,klr_k1_seed4-v0,pi_1,1.55009999999999,0.0499998999999,1.6,1.5,19.574,2.1676078981218,0.076885415554047,0.199167847089792,1,0,0,1000,0
26,167,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.2806,0.730892358695861,1.6,-0.85,17.933,7.49069496108338,0.070370480775833,0.188951088458912,1,116,0,884,0
30,408,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.42615,0.516869110607315,1.6,-0.85,21.991,5.26943251214018,0.085014978885651,0.221187491172939,1,52,0,948,0
31,408,1,Driving7x7RoundAbout-n2-v0,0,1000,4,1,klr_k1_seed4-v0,pi_1,1.42469999999999,0.538256360854191,1.6,-0.95,21.991,5.26943251214018,0.085014978885651,0.221187491172939,1,52,0,948,0
50,653,0,Driving7x7RoundAbout-n2-v0,0,1000,3,1,klr_k1_seed3-v0,pi_1,1.36145,0.595715030446607,1.6,-0.75,24.47,7.77978791484704,0.095839749336243,0.260727016138935,1,66,0,909,25
51,653,1,Driving7x7RoundAbout-n2-v0,0,1000,4,1,klr_k1_seed4-v0,pi_1,1.39815,0.564454672670888,1.6,-0.8,24.47,7.77978791484704,0.095839749336243,0.260727016138935,1,66,0,934,0
66,311,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.52084999999999,0.257842544006996,1.6,-0.7,16.656,2.16694808428813,0.067198769330978,0.175564794626782,1,13,0,987,0
72,410,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.41519999999999,0.522435603687194,1.6,-0.85,20.156,5.08464984045116,0.080241230726242,0.214780477913213,1,50,0,937,13
78,553,0,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.3157,0.709858091452087,1.6,-1.1,45.98,12.5521950271656,0.118803847789764,0.495299592345549,1,92,0,902,6
84,68,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.55159999999999,0.049974393443042,1.6,1.5,15.181,2.21590590955483,0.062308366298676,0.173620768135676,1,0,0,1000,0
87,86,1,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.51464999999999,0.274431917786542,1.6,-0.6,16.496,2.44703575780984,0.066657872915268,0.177324201064447,1,16,0,984,0
94,162,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.33725,0.66832996154594,1.6,-0.85,16.63,6.46336599613545,0.065216826200485,0.171603452116381,1,90,0,910,0
96,412,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.49819999999999,0.315256657344456,1.6,-0.85,18.53,4.56805210127906,0.072923329353333,0.190889797870985,1,14,0,976,10
131,128,1,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.2365,0.772449189267484,1.6,-0.8,24.016,11.1063830295916,0.092182350158691,0.247779769699964,1,131,0,858,11
147,569,1,Driving7x7RoundAbout-n2-v0,0,1000,4,1,klr_k1_seed4-v0,pi_1,1.47224999999999,0.422974511643432,1.6,-0.9,20.644,5.22352984101747,0.085608724832535,0.255897215470498,1,29,0,964,7
150,509,0,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.46289999999999,0.43684504117593,1.6,-0.75,20.328,4.20385727635942,0.080372508049011,0.202060862906391,1,38,0,962,0
155,534,1,Driving7x7RoundAbout-n2-v0,0,1000,3,1,klr_k1_seed3-v0,pi_1,1.47114999999999,0.397077042272657,1.6,-0.8,17.337,4.58665793361572,0.066913341760635,0.158315434245972,1,28,0,966,6
167,695,1,Driving7x7RoundAbout-n2-v0,0,1000,4,1,klr_k1_seed4-v0,pi_1,1.53774999999999,0.138897219194626,1.6,0.1,22.514,7.30464263328467,0.089721515417099,0.257607539608075,1,0,0,992,8
172,261,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,0.98545,0.800409768493613,1.6,-0.95,27.998,15.098675306132,0.108183119773865,0.30842046413234,1,66,0,660,274
173,261,1,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,0.9845,0.801573296710916,1.6,-0.95,27.998,15.098675306132,0.108183119773865,0.30842046413234,1,66,0,660,274
174,263,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.4051,0.568114416293057,1.6,-0.9,18.213,7.58153223299881,0.073335745573044,0.197757237973003,1,58,0,936,6
186,461,0,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.46679999999999,0.344198721671071,1.6,-0.7,21.58,7.50290610363744,0.086072019577026,0.249147956531421,1,7,0,941,52
192,114,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.26685,0.742673264295949,1.6,-0.8,19.939,7.10318794626751,0.079862442493439,0.235450800893423,1,118,0,876,6
193,114,1,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.25835,0.731517448527374,1.6,-0.8,19.939,7.10318794626751,0.079862442493439,0.235450800893423,1,118,0,866,16
194,314,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.45729999999999,0.456055599680568,1.6,-0.85,16.902,2.83555920410772,0.06826216006279,0.180631628074627,1,39,0,961,0
200,460,0,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,0.945700000000003,0.988600783936574,1.6,-0.75,18.205,8.78014663886657,0.067973109483719,0.157176930777482,1,252,0,729,19
227,170,1,Driving7x7RoundAbout-n2-v0,0,1000,3,1,klr_k1_seed3-v0,pi_1,1.32165,0.62869211661989,1.6,-0.8,18.433,9.69904691193934,0.074032856225967,0.227741587235266,1,61,0,881,58
235,387,1,Driving7x7RoundAbout-n2-v0,0,1000,3,1,klr_k1_seed3-v0,pi_1,1.51599999999999,0.255135258245502,1.6,-0.75,17.441,4.64828129527463,0.068813255786896,0.177835029689943,1,10,0,984,6
238,20,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.52739999999999,0.22279865349683,1.6,-0.95,18.474,3.21205915263091,0.074152790784836,0.204501397178812,1,7,0,990,3
240,457,0,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.50254999999999,0.267041190642941,1.6,1.38777878078145E-17,24.568,8.87047777743679,0.099246475458145,0.30381104027684,1,0,0,966,34
241,457,1,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.51239999999999,0.234874945449701,1.6,1.38777878078145E-17,24.568,8.87047777743679,0.099246475458145,0.30381104027684,1,0,0,974,26
253,30,1,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.26315,0.794165963448446,1.6,-0.95,19.73,7.26051651055213,0.077104624986649,0.19352521666525,1,119,0,881,0
263,352,1,Driving7x7RoundAbout-n2-v0,0,1000,3,1,klr_k1_seed3-v0,pi_1,1.48549999999999,0.355787506807081,1.6,-1.25,25.145,14.3255008638442,0.091770747900009,0.228603658035318,1,0,0,963,37
274,262,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.53314999999999,0.153129283613553,1.6,0.3,17.122,4.61509653203484,0.067077126741409,0.171379493103253,1,0,0,986,14
297,58,1,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.43524999999999,0.502623057071598,1.6,-0.85,19.183,8.56291486586198,0.078961044788361,0.257603160589252,1,49,0,951,0
300,214,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,0.855600000000003,1.04926099708318,1.6,-0.95,18.536,9.70560168150332,0.077119871616364,0.244466514682928,1,289,0,702,9
313,499,1,Driving7x7RoundAbout-n2-v0,0,1000,3,1,klr_k1_seed3-v0,pi_1,1.52129999999999,0.194464161222577,1.6,0.2,22.39,11.9209018115242,0.085529222011566,0.231883525098213,1,0,0,979,21
323,2,1,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.3392,0.683939587975432,1.6,-1,46.343,12.0419828516736,0.120370157718658,0.523157099808544,1,83,0,915,2
326,504,0,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.40234999999999,0.57914763014278,1.6,-0.95,47.361,10.2018958532226,0.120610167264938,0.488695302488011,1,59,0,939,2
329,471,1,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.0632,0.863108197157226,1.6,-0.9,24.431,11.8982031836744,0.095419798851013,0.275497242888567,1,170,0,754,76
340,64,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.16005,0.856082062363182,1.6,-0.85,19.725,10.4704047199714,0.077276515960693,0.209576277677901,1,162,0,833,5
349,429,1,Driving7x7RoundAbout-n2-v0,0,1000,4,1,klr_k1_seed4-v0,pi_1,1.53154999999999,0.207718794286892,1.6,-0.5,21.259,6.94376835731147,0.081891201496124,0.200216283622271,1,10,0,990,0
351,107,1,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.38984999999999,0.553470394420515,1.6,-0.7,23.886,11.7705141773841,0.094525920152664,0.293037933953029,1,60,0,925,15
358,657,0,Driving7x7RoundAbout-n2-v0,0,1000,3,1,klr_k1_seed3-v0,pi_1,1.52219999999999,0.23906517939675,1.6,-0.75,18.391,5.19616387347435,0.079124212265015,0.273040818293808,1,7,0,984,9
362,608,0,Driving7x7RoundAbout-n2-v0,0,1000,3,1,klr_k1_seed3-v0,pi_1,1.49864999999999,0.330273640334798,1.6,-0.75,18.657,5.46912707842851,0.073334136009216,0.184207639695299,1,18,0,974,8
369,667,1,Driving7x7RoundAbout-n2-v0,0,1000,4,1,klr_k1_seed4-v0,pi_1,1.54919999999999,0.049993599590348,1.6,1.5,20.968,6.58794171194615,0.085558794021606,0.216554059777881,1,0,0,1000,0
373,72,1,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.45174999999999,0.463130043832184,1.6,-0.85,16.335,2.54062492312423,0.065937852144241,0.177242420252654,1,43,0,957,0
382,309,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.53494999999999,0.12958008141686,1.6,0.35,20.419,8.82697224420696,0.07790209031105,0.172993329572147,1,0,0,990,10
386,507,0,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.41914999999999,0.519052769475318,1.6,-0.75,20.234,7.23043871421368,0.085784756660461,0.288039789280101,1,51,0,939,10
405,324,1,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,0.989400000000005,0.9503276487612,1.6,-0.9,22.805,13.5446290093158,0.089208128929138,0.246363304483795,1,232,0,743,25
417,156,1,Driving7x7RoundAbout-n2-v0,0,1000,3,1,klr_k1_seed3-v0,pi_1,1.43119999999999,0.476950269944362,1.6,-0.95,21.257,11.0855289003277,0.080394177436829,0.195296698285125,1,37,0,939,24
431,639,1,Driving7x7RoundAbout-n2-v0,0,1000,4,1,klr_k1_seed4-v0,pi_1,1.22075,0.811108462229313,1.6,-1,45.166,13.3239800360103,0.118157308340073,0.50813632577891,1,124,0,856,20
434,117,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.41714999999999,0.53040868912566,1.6,-0.75,15.833,2.78192577183504,0.060744910478592,0.151884952247415,1,58,0,942,0
439,590,1,Driving7x7RoundAbout-n2-v0,0,1000,3,1,klr_k1_seed3-v0,pi_1,1.22775,0.752075420087641,1.6,-1.35,46.515,11.5790230589631,0.120259192943573,0.509124209472745,1,88,0,840,72
440,361,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.54924999999999,0.051980164486081,1.6,1.45,19.163,8.13525850849253,0.081611936569214,0.27663638510303,1,0,0,1000,0
450,706,0,Driving7x7RoundAbout-n2-v0,0,1000,4,1,klr_k1_seed4-v0,pi_1,1.53124999999999,0.213824548403594,1.6,-0.95,19.865,2.7485950956807,0.07842867064476,0.201291388817368,1,7,0,993,0
452,308,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.2672,0.7659302579217,1.6,-1,45.4,13.1284424057083,0.110126113891602,0.455444908040119,1,107,0,879,14
454,558,0,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.09815,0.927771026439165,1.6,-0.95,18.121,8.7437039634242,0.071195157051086,0.182422778376414,1,191,0,809,0
460,116,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.40234999999999,0.561953714731025,1.6,-0.95,18.375,7.62183540887626,0.071387734889984,0.18882707639935,1,52,0,936,12
484,213,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,0.997850000000006,0.992279132855269,1.6,-0.95,14.447,6.31974611831836,0.062078612327576,0.20534777483564,1,233,0,767,0
489,142,1,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.0938,0.808595424177006,1.6,-0.75,23.602,10.2233847623965,0.091829519510269,0.266460482499149,1,138,0,757,105
497,548,1,Driving7x7RoundAbout-n2-v0,0,1000,4,1,klr_k1_seed4-v0,pi_1,1.50854999999999,0.306446402328365,1.6,-0.75,19.43,3.05403012427841,0.076071450471878,0.19380189745556,1,18,0,982,0
502,118,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.53399999999999,0.212682862497194,1.6,-0.95,17.571,3.54696475877616,0.069117644548416,0.18272653767364,1,7,0,993,0
508,260,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.55099999999999,0.051176166327696,1.6,1.45,21.346,9.85354169829306,0.083269210338593,0.228091333355606,1,0,0,1000,0
511,380,1,Driving7x7RoundAbout-n2-v0,0,1000,3,1,klr_k1_seed3-v0,pi_1,1.2936,0.681893716058449,1.6,-0.8,19.668,10.5957432962487,0.07667783665657,0.208050643273661,1,84,0,873,43
516,113,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.1376,0.866724431408274,1.6,-0.85,19.278,10.4563242107349,0.077050272941589,0.230387850347521,1,163,0,815,22
524,358,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.54769999999999,0.052006826474993,1.6,1.45,16.829,2.82944499858188,0.065724521636963,0.162243381422971,1,0,0,1000,0
540,14,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.35155,0.671487228098947,1.6,-1,46.464,11.6417655018472,0.115774681806564,0.493867542243939,1,80,0,920,0
542,65,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.44739999999999,0.479299739202934,1.6,-0.95,17.512,4.31484136440727,0.069336613178253,0.179462410327208,1,43,0,957,0
543,65,1,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.43585,0.497611572916061,1.6,-0.9,17.512,4.31484136440727,0.069336613178253,0.179462410327208,1,43,0,950,7
550,359,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.07925,0.741954808259912,1.6,-0.85,26.216,14.3759293264818,0.10166294336319,0.312959145618485,1,47,0,713,240
551,359,1,Driving7x7RoundAbout-n2-v0,0,1000,3,1,klr_k1_seed3-v0,pi_1,1.13985,0.728631921823356,1.6,-0.95,26.216,14.3759293264818,0.10166294336319,0.312959145618485,1,47,0,753,200
553,121,1,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.18635,0.810084055823838,1.6,-0.75,18.589,5.90220967096222,0.073454067707062,0.191481554341566,1,148,0,835,17
567,51,1,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.2603,0.767364913193191,1.6,-0.95,45.53,12.9113554671847,0.111556263208389,0.46771243925981,1,107,0,874,19
579,240,1,Driving7x7RoundAbout-n2-v0,0,1000,4,1,klr_k1_seed4-v0,pi_1,1.54734999999999,0.083069112791699,1.6,-0.55,20.351,2.43306370652312,0.078791138410568,0.209365359083474,1,1,0,999,0
584,259,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.27465,0.750046583553311,1.6,-0.95,45.704,12.8051702058192,0.117620584249496,0.495470711098622,1,99,0,878,23
587,401,1,Driving7x7RoundAbout-n2-v0,0,1000,4,1,klr_k1_seed4-v0,pi_1,1.48284999999999,0.370800994470081,1.6,-0.75,21.634,8.95890863889123,0.082107368707657,0.198522339361738,1,31,0,969,0
594,357,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.2744,0.748898951795239,1.6,-1.2,45.755,12.6124135279494,0.113767217636108,0.479104623161887,1,100,0,879,21
598,360,0,Driving7x7RoundAbout-n2-v0,0,1000,1,1,klr_k1_seed1-v0,pi_1,1.54914999999999,0.051689239692609,1.6,1.45,16.289,2.13716611427376,0.067326354503632,0.181570938948154,1,0,0,1000,0
601,303,1,Driving7x7RoundAbout-n2-v0,0,1000,2,1,klr_k1_seed2-v0,pi_1,1.52689999999999,0.206727816222201,1.6,-0.65,29.77,13.6184103330749,0.115738576889038,0.330699410919193,1,6,0,988,6
604,19,0,Driving7x7RoundAbout-n2-v0,0,1000,0,1,klr_k1_seed0-v0,pi_1,1.51799999999999,0.27144244325455,1.6,-0.75,15.219,2.26606244397633,0.060762959957123,0.163897944966761,1,14,0,986,0
