,exp_id,agent_id,env_name,exp_seed,num_episodes,policy_seed,K,policy_id,dir_policy_id,episode_returns_mean,episode_returns_std,episode_returns_max,episode_returns_min,episode_steps_mean,episode_steps_std,episode_times_mean,episode_times_std,episode_dones,num_outcome_LOSS,num_outcome_DRAW,num_outcome_WIN,num_outcome_NA
38,442,0,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.04255,0.343142823762934,0.95,-1.95,47.874,9.28289416076689,0.116731819629669,0.47450907439507,1,52,0,7,941
40,103,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.033,0.335732036004907,1.05,-1.95,47.598,10.0641142680317,0.121316991090775,0.507907842531387,1,52,0,6,942
44,397,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.01505,0.349972852518591,1.05,-2.35,47.586,10.1019109083381,0.12180859708786,0.502995382207329,1,57,0,9,934
48,98,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.12505,0.367518703605681,1.5,-2.35,39.378,16.7717356287297,0.039299500226974,0.39641867088507,1,322,0,5,673
49,98,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.1103,0.34815070012855,0.7,-2.7,39.378,16.7717356287297,0.039299500226974,0.39641867088507,1,322,0,2,676
53,84,1,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.01985,0.358780542253897,1,-2.1,47.717,9.59869319230488,0.118263161659241,0.480835228223303,1,58,0,9,933
62,246,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.0407,0.329504946852092,1.35,-2.05,47.837,9.51727014432185,0.117495219707489,0.487227222498913,1,50,0,3,947
76,593,0,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.04715,0.316590235951775,0.85,-2,46.214,12.1648758316721,0.119828305482864,0.514675319979058,1,94,0,2,904
79,553,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.0495,0.315308975451064,0.6,-2.1,45.98,12.5521950271656,0.118803847789764,0.495299592345549,1,99,0,1,900
98,0,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.09275,0.422249851983397,1.25,-2.4,39.984,16.2019672879561,0.049006637096405,0.46942622958208,1,316,0,15,669
99,0,1,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.1128,0.379000211081736,1,-2.3,39.984,16.2019672879561,0.049006637096405,0.46942622958208,1,316,0,7,677
105,77,1,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.0335,0.371702502009335,1.35,-2.2,46.018,12.2721504228069,0.111079875946045,0.461660246615755,1,100,0,10,890
112,348,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.0468,0.357413989653454,1.3,-2.2,47.462,9.96978214405912,0.122796008110046,0.521167169438563,1,63,0,8,929
128,4,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.044,0.32530600978156,0.95,-2,45.127,13.4857284193328,0.109927254676819,0.472687278714059,1,119,0,5,876
133,581,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.03625,0.332059388513562,1.2,-2,47.011,10.8895766217057,0.12103248500824,0.510989736462908,1,74,0,5,921
157,315,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.03125,0.325216754642193,1,-1.95,47.331,10.5601817692689,0.121511991977692,0.505826243429567,1,62,0,3,935
190,199,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.0391,0.3574649493307,1.15,-2.25,47.256,10.6421080618456,0.116837025642395,0.482109906079503,1,62,0,9,929
196,496,0,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.0571,0.326472954469432,1,-1.95,47.236,10.6998272883257,0.121538375616074,0.511467667171834,1,64,0,2,934
199,483,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.0267,0.336767145072081,1.25,-2.05,47.209,10.8016350151262,0.121030383825302,0.517599220790915,1,63,0,4,933
208,393,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.05015,0.344677352751816,0.8,-2.2,47.155,10.5674488406616,0.118599476337433,0.488451709220464,1,77,0,5,918
220,300,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.01415,0.358841577161845,1.2,-2.05,47.685,9.76564257998418,0.122277666568756,0.515678396224176,1,54,0,9,937
223,574,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.0265,0.370975403497321,1.05,-2.1,47.532,10.0625531551391,0.116988730192184,0.48602464395396,1,57,0,9,934
228,491,0,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.01935,0.357663357782147,1.4,-2.15,47.427,10.3336668709612,0.115449243545532,0.464607756472491,1,58,0,6,936
233,728,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.02945,0.345195882796999,1.3,-2,45.524,13.0347774817985,0.111737835884094,0.49054504072689,1,109,0,7,884
237,322,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.0375,0.350683261647887,1,-2.05,46.21,12.0977642562583,0.116087403774261,0.477527901845755,1,92,0,9,899
242,594,0,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.0197,0.364611999254002,1.35,-2.05,47.071,10.8650797972219,0.118025403499603,0.493190742236017,1,71,0,10,919
244,5,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.02615,0.353197788073481,1.2,-2.1,47.923,9.30833341689048,0.110430470705032,0.445807900889669,1,48,0,9,943
261,168,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.02365,0.340878537752085,1.05,-2.1,47.023,11.2447530430864,0.121342210769653,0.514274591030361,1,67,0,6,927
266,690,0,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.05335,0.329615347791937,1.3,-2.1,44.675,13.8784500215262,0.109029822587967,0.449041568058031,1,135,0,4,861
268,687,0,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.04225,0.326729915220508,1.1,-2.2,47.196,10.5077868269203,0.122112119197845,0.506280363987638,1,71,0,4,925
282,592,0,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.03755,0.351933939113578,1.15,-2.05,47.403,10.267160805208,0.121273009538651,0.499772682094239,1,64,0,8,928
284,148,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.0247,0.362711882904324,1.35,-2.1,47.786,9.52922892998169,0.121768630981445,0.50415089969828,1,53,0,8,939
291,609,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.0381,0.351359345969337,1.1,-2.15,47.774,9.51225125824587,0.124296637296677,0.529274040858778,1,51,0,9,940
311,679,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.04305,0.328183176747377,0.95,-2,46.99,11.0610080914897,0.123956923007965,0.528461914555684,1,72,0,3,925
319,28,1,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.03955,0.332998945193525,0.95,-2.15,46.181,12.0368699835132,0.117553286075592,0.496747773235846,1,99,0,3,898
320,201,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.04,0.363909329366534,1.3,-2.2,47.09,11.0188883286836,0.111915085792542,0.452704298419853,1,67,0,8,925
322,2,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.0451,0.316908488368487,0.85,-2.15,46.343,12.0419828516736,0.120370157718658,0.523157099808544,1,87,0,3,910
327,504,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.0337,0.336190883279128,1.1,-2.1,47.361,10.2018958532226,0.120610167264938,0.488695302488011,1,66,0,5,929
331,714,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.05845,0.327675292782351,1.15,-1.95,44.929,13.3344650811347,0.109987774133682,0.453447869294252,1,133,0,6,861
335,427,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.01455,0.349307597254913,1.15,-2.25,47.714,9.72780571352039,0.120092323064804,0.487327513155013,1,57,0,4,939
338,441,0,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.1271,0.38343916075435,1.15,-2.9,39.757,16.381512475959,0.039744211673737,0.393208709172059,1,323,0,5,672
339,441,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.1235,0.371709227757397,0.9,-2.8,39.757,16.381512475959,0.039744211673737,0.393208709172059,1,323,0,2,675
342,490,0,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.1331,0.390447678953275,1.2,-2.3,39.6,16.6213717845429,0.052379282474518,0.474800999716609,1,333,0,7,660
343,490,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.13025,0.383806510497152,1.1,-2.35,39.6,16.6213717845429,0.052379282474518,0.474800999716609,1,333,0,6,661
352,196,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.1129,0.345063168130127,0.75,-2.3,39.38,16.7855771422969,0.049252393960953,0.456226548260904,1,319,0,2,679
353,196,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.11325,0.371277440063358,1.15,-2.4,39.38,16.7855771422969,0.049252393960953,0.456226548260904,1,319,0,7,674
354,298,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.05095,0.317445424443321,0.1,-2.1,47.116,10.5672391853312,0.117034372091293,0.481964455741965,1,76,0,0,924
360,202,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.04415,0.347639579881232,1.15,-2.2,46.229,11.9801735797108,0.119956893444061,0.506975886517858,1,98,0,4,898
366,245,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.1328,0.38975525653928,1.05,-2.6,39.395,16.7882391870023,0.04331288933754,0.422785476388327,1,334,0,8,658
367,245,1,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.1132,0.38004047152902,1.05,-2.45,39.395,16.7882391870023,0.04331288933754,0.422785476388327,1,334,0,4,662
371,532,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.0321,0.371859637497807,1.2,-2.25,47.208,10.5435637239028,0.115996176958084,0.482155853731545,1,69,0,9,922
374,347,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.03445,0.353681632969539,1.3,-2,47.125,10.6900596350067,0.122212340354919,0.523686745558609,1,70,0,7,923
378,152,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.04405,0.35848584002719,1.3,-2,46.898,11.1516633736856,0.115894849538803,0.487654754505372,1,74,0,7,919
394,689,0,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.05335,0.329683602109659,0.9,-1.95,48.083,9.1091224055888,0.124801912307739,0.520828621533746,1,44,0,3,953
419,252,1,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.044,0.310932468552256,0.7,-2,47.904,9.24806920389332,0.113981508255005,0.453645319012119,1,55,0,3,942
421,462,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.03685,0.334618555223705,1.25,-2.1,47.627,9.95569540514373,0.121830256223679,0.510784924426094,1,58,0,4,938
422,493,0,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.04385,0.344375779490951,1.1,-1.9,47.341,10.458810592032,0.121765934467316,0.515619923734623,1,61,0,7,932
430,639,0,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.0731,0.328605219069935,1,-2.05,45.166,13.3239800360103,0.118157308340073,0.50813632577891,1,127,0,4,869
438,590,0,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.0553,0.336313707719445,1.35,-2.2,46.515,11.5790230589631,0.120259192943573,0.509124209472745,1,94,0,4,902
443,525,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.0363,0.350403067908945,1.15,-1.95,47.108,10.9446944224131,0.116200926303864,0.482087201376013,1,68,0,6,926
445,91,1,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.0358,0.335832339121771,0.95,-1.95,46.678,11.5342236843231,0.118273732185364,0.49193480708554,1,79,0,5,916
453,308,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.02315,0.369569448818487,1.45,-2,45.4,13.1284424057083,0.110126113891602,0.455444908040119,1,111,0,10,879
478,542,0,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.04735,0.342403968288919,1.15,-2.1,46.879,11.4721558130981,0.115557341814041,0.47347734821667,1,71,0,5,924
481,154,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.0218,0.348854926867889,1,-2.2,47.822,9.45178903700247,0.12256799864769,0.519844249757861,1,51,0,7,942
504,101,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.03315,0.347690347148149,1.05,-2,47.65,9.90300459456624,0.122321723222733,0.511733892992006,1,55,0,7,938
506,1,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.0383,0.327319583893173,0.9,-2,47.335,10.6152143171959,0.113892318487167,0.495166966331048,1,61,0,2,937
521,364,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.0399,0.369456343835101,1.2,-2.2,47.609,9.8854498633092,0.117477442741394,0.479409952781264,1,58,0,11,931
527,546,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.05495,0.330557101723742,0.95,-2,47.853,9.4860629873515,0.122005755901337,0.495821059581727,1,50,0,4,946
534,545,0,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.0403,0.335635084578475,0.95,-2.6,45.919,12.5549368377543,0.120840178251266,0.513382040572316,1,99,0,7,894
541,14,1,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.0276,0.354617032867853,1.3,-2.05,46.464,11.6417655018472,0.115774681806564,0.493867542243939,1,87,0,8,905
546,539,0,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.12755,0.400984410544849,1.4,-2.8,40.081,16.3868983947543,0.056727732658386,0.506183138345823,1,317,0,9,674
547,539,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.1023,0.38990346241089,1.3,-2.6,40.081,16.3868983947543,0.056727732658386,0.506183138345823,1,317,0,8,675
549,518,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.0454,0.318612366363893,1.2,-2.35,46.604,11.6206361271662,0.114372074127197,0.479437391617168,1,81,0,2,917
556,343,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.13635,0.346657146904547,0.75,-2.45,39.663,16.5412644921723,0.055827969551086,0.500165154886526,1,329,0,2,669
557,343,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.1271,0.378306211950055,0.9,-2.95,39.663,16.5412644921723,0.055827969551086,0.500165154886526,1,329,0,4,667
558,588,0,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.1105,0.349399127073895,0.95,-2.5,39.518,16.8388739528509,0.051206170797348,0.462061167148586,1,319,0,4,677
559,588,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.1098,0.378766365983043,1.25,-2.6,39.518,16.8388739528509,0.051206170797348,0.462061167148586,1,319,0,5,676
560,446,0,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.03725,0.350877382428677,1.15,-1.95,47.684,9.82375406858295,0.120789975166321,0.508406421064893,1,54,0,7,939
566,51,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.04385,0.338739837485939,1.3,-2,45.53,12.9113554671847,0.111556263208389,0.46771243925981,1,110,0,5,885
569,35,1,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.01595,0.358968100950489,1.1,-2.2,47.396,10.2363657613432,0.120359886407852,0.503490063236663,1,62,0,8,930
576,53,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.044,0.340072051189155,1.05,-2.1,46.88,11.1072768940006,0.112571868658066,0.455840885526927,1,74,0,7,919
585,259,1,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.0611,0.331506847591418,1.2,-2,45.704,12.8051702058192,0.117620584249496,0.495470711098622,1,103,0,7,890
595,357,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.05735,0.334026162897458,1.3,-2,45.755,12.6124135279494,0.113767217636108,0.479104623161887,1,105,0,5,890
620,443,0,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.02145,0.337901461227973,1.1,-1.9,46.549,11.7609352944398,0.11308639550209,0.469302657348185,1,80,0,7,913
623,371,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.03455,0.333104784564858,0.85,-2,46.669,11.5049310732399,0.119600945234299,0.495900378610485,1,81,0,3,916
641,602,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.05545,0.325088907070051,0.85,-1.95,46.194,12.0887701607732,0.10925785446167,0.462186557428014,1,104,0,3,893
643,42,1,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.0319,0.329229995595785,0.85,-2.1,46.839,11.1729619618076,0.115765465974808,0.472622143626428,1,76,0,4,920
644,49,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.133,0.399281855335301,1.25,-2.5,39.246,16.5951042178107,0.050681836366653,0.464360522693682,1,350,0,8,642
645,49,1,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.1157,0.384738235687591,0.9,-2.55,39.246,16.5951042178107,0.050681836366653,0.464360522693682,1,350,0,7,643
654,50,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.0357,0.325953232841768,1.15,-1.95,47.129,10.9279622528631,0.119780123233795,0.5014334214534,1,67,0,5,928
669,140,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.0147,0.364299203951916,1.3,-1.95,46.564,11.5804967078273,0.117817006587982,0.496345592727072,1,84,0,11,905
673,287,1,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.03035,0.357073350307749,1.1,-2.25,46.998,10.8221992219696,0.122724326372147,0.526039478169867,1,75,0,9,916
685,119,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.0426,0.336949907256258,1.05,-2,47.588,10.1741955947387,0.116853282213211,0.486373833489829,1,58,0,3,939
686,686,0,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.1041,0.365927848079373,1.1,-2.55,39.5,16.6302735996736,0.051619803905487,0.464599558203129,1,326,0,4,670
687,686,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.11415,0.377355637959737,1.05,-2.4,39.5,16.6302735996736,0.051619803905487,0.464599558203129,1,326,0,9,665
696,544,0,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.02555,0.343612714403876,1.1,-1.95,47.416,10.4888962241029,0.114745549440384,0.471290220311237,1,59,0,6,935
698,102,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.04295,0.343092986666881,1.05,-2.15,46.842,11.3307120694156,0.121985586166382,0.523690332466878,1,78,0,4,918
703,385,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.042,0.31075874887121,0.9,-2.1,46.458,12.0339617749102,0.117519233465195,0.503177210845954,1,81,0,2,917
705,658,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.03035,0.337292717828299,1.3,-2.15,47.45,10.2853050513828,0.119959159612656,0.504120863980828,1,61,0,6,933
709,693,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.036,0.365990437033537,1.4,-2.1,47.288,10.2645533755736,0.116890211582184,0.472385560198154,1,69,0,9,922
714,198,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.04985,0.320791953608566,0.8,-2,45.038,13.4375799904596,0.11252100944519,0.476508459274996,1,133,0,4,863
720,444,0,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.0286,0.342530349020347,1.2,-2.05,47.749,9.73991781279493,0.119578757286072,0.486919121330419,1,52,0,6,942
727,644,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.0433,0.324029489398728,1.35,-2.1,47.633,9.80644232124984,0.12117734670639,0.506103979177841,1,59,0,3,938
732,153,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.0221,0.342405592828155,1.3,-2,47.147,10.5498526529995,0.120047013044357,0.514745212159896,1,71,0,7,922
764,150,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.02415,0.369769221947961,1.4,-2,48.185,8.64099386644847,0.125128968000412,0.531683353569579,1,46,0,10,944
772,688,0,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.06025,0.343994821908702,1.25,-1.95,45.38,12.8425698362906,0.120625322818756,0.514794579188088,1,125,0,6,869
775,455,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.0351,0.367951070116666,1.25,-2.1,46.517,11.6506528143276,0.118478533983231,0.496497075573233,1,83,0,10,907
781,105,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.0297,0.354059189966875,1.1,-1.95,48.033,8.80419848708558,0.125378735303879,0.534582559298531,1,49,0,8,943
783,469,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.036,0.338125716265415,0.7,-2.15,47.118,10.7127062873954,0.118137540578842,0.494088725764978,1,74,0,4,922
784,147,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.1012,0.364984328430687,0.95,-2.35,39.759,16.5581073495735,0.042016448020935,0.399868842950713,1,309,0,5,686
785,147,1,Driving7x7RoundAbout-n2-v0,0,1000,3,-1,uniform_random-v0,pi_-1,-1.11495,0.349032946152652,0.9,-2.4,39.759,16.5581073495735,0.042016448020935,0.399868842950713,1,309,0,4,687
791,476,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.0339,0.382205167416663,1.4,-1.9,47.751,9.59181937903336,0.110888602495193,0.449977575710545,1,52,0,12,936
793,203,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.03275,0.340580295231535,1.2,-1.95,48.156,8.73702832775538,0.123929770946503,0.519539527854102,1,44,0,5,951
799,301,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.0247,0.365013575090023,1.25,-2.25,47.523,10.0353112059368,0.116823728084564,0.491678546018117,1,59,0,10,931
804,398,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.0333,0.368193033611447,1.4,-2.2,46.144,12.1651660079096,0.109883119344711,0.448700752042143,1,92,0,9,899
808,52,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.0207,0.347903018095561,0.9,-1.9,47.7,9.76585889719896,0.117048902750015,0.488614797101871,1,56,0,8,936
810,100,0,Driving7x7RoundAbout-n2-v0,0,1000,0,-1,uniform_random-v0,pi_-1,-1.0406,0.340773590526027,0.85,-2.3,46.676,11.6513099692696,0.114731042861938,0.47367852717125,1,80,0,6,914
818,396,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.04865,0.342645118891251,1.25,-2.15,44.352,14.1890836913453,0.115839501857757,0.494641000124091,1,141,0,5,854
821,112,1,Driving7x7RoundAbout-n2-v0,0,1000,2,-1,uniform_random-v0,pi_-1,-1.0406,0.333963530943126,0.95,-2.15,46.761,11.1840904413367,0.118754974365234,0.504262537528238,1,83,0,6,911
822,251,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.036,0.346553026245623,1.15,-2,47.769,9.45006026435811,0.118971598148346,0.503540719432284,1,56,0,5,939
827,651,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.0638,0.321309134635167,1,-2.15,46.458,11.6023375231028,0.11620312833786,0.487050771278393,1,97,0,2,901
830,249,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.0466,0.360067271492426,1,-2.25,46.738,11.3838199212742,0.120076698064804,0.497099018585532,1,83,0,8,909
833,434,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.02535,0.347454856779985,1.45,-1.95,46.417,12.0005462792325,0.11611842250824,0.497735329173442,1,85,0,6,909
836,345,0,Driving7x7RoundAbout-n2-v0,0,1000,1,-1,uniform_random-v0,pi_-1,-1.03735,0.343311050652319,1.2,-2.15,46.254,11.9361419227487,0.11722437953949,0.49549122008688,1,97,0,6,897
839,224,1,Driving7x7RoundAbout-n2-v0,0,1000,4,-1,uniform_random-v0,pi_-1,-1.0325,0.360705905136027,1.15,-1.85,45.18,13.3411243903953,0.108271157264709,0.441033100550869,1,114,0,9,877
