,exp_id,agent_id,env_name,policy_id,exp_seed,num_episodes,time_limit,episode_return_mean,episode_return_std,episode_return_max,episode_return_min,episode_steps_mean,episode_steps_std,episode_time_mean,episode_time_std,num_episode_done,num_LOSS,num_DRAW,num_WIN,num_NA
81,123,1,PursuitEvasion8x8-v0,PursuitEvasion8x8-v0/klr_k2_seed2_i1-v0,0,2,None,-0.9778761061946902,0.0132743362831858,-0.9646017699115044,-0.991150442477876,11.0,2.0,0.0278338193893432,0.0043045282363891,2,2,0,0,0
82,1162,0,PursuitEvasion8x8-v0,PursuitEvasion8x8-v0/sp_seed1_i0-v0,0,2,None,0.9690265486725664,0.0044247787610619,0.9734513274336284,0.9646017699115044,16.5,6.5,0.0398718118667602,0.0159107446670532,2,0,0,2,0
83,1162,1,PursuitEvasion8x8-v0,PursuitEvasion8x8-v0/klr_k3_seed1_i1-v0,0,2,None,-0.9690265486725664,0.0044247787610619,-0.9646017699115044,-0.9734513274336284,16.5,6.5,0.0398718118667602,0.0159107446670532,2,2,0,0,0
84,397,0,PursuitEvasion8x8-v0,PursuitEvasion8x8-v0/klr_k4_seed1_i0-v0,0,2,None,0.0486725663716813,0.9247787610619468,0.9734513274336284,-0.8761061946902655,11.0,7.0,0.026724100112915,0.0161259174346923,2,1,0,1,0
85,397,1,PursuitEvasion8x8-v0,PursuitEvasion8x8-v0/klr_k0_seed0_i1-v0,0,2,None,-0.0486725663716813,0.9247787610619468,0.8761061946902655,-0.9734513274336284,11.0,7.0,0.026724100112915,0.0161259174346923,2,1,0,1,0
86,97,0,PursuitEvasion8x8-v0,PursuitEvasion8x8-v0/klr_k1_seed0_i0-v0,0,2,None,0.9823008849557522,0.0088495575221239,0.991150442477876,0.9734513274336284,14.5,1.5,0.0495895147323608,0.0055845975875854,2,0,0,2,0
87,97,1,PursuitEvasion8x8-v0,PursuitEvasion8x8-v0/klr_k0_seed4_i1-v0,0,2,None,-0.9823008849557522,0.0088495575221239,-0.9734513274336284,-0.991150442477876,14.5,1.5,0.0495895147323608,0.0055845975875854,2,2,0,0,0
88,1278,0,PursuitEvasion8x8-v0,PursuitEvasion8x8-v0/sp_seed4_i0-v0,0,2,None,0.0486725663716813,0.915929203539823,0.9646017699115044,-0.8672566371681416,18.0,15.0,0.0425864458084106,0.0358895063400268,2,1,0,1,0
89,1278,1,PursuitEvasion8x8-v0,PursuitEvasion8x8-v0/klrbr_k4_seed2_i1-v0,0,2,None,-0.0486725663716813,0.915929203539823,0.8672566371681416,-0.9646017699115044,18.0,15.0,0.0425864458084106,0.0358895063400268,2,1,0,1,0
90,98,0,PursuitEvasion8x8-v0,PursuitEvasion8x8-v0/klr_k1_seed0_i0-v0,0,2,None,-0.8362831858407079,0.0044247787610619,-0.831858407079646,-0.8407079646017699,7.0,0.0,0.0173976421356201,0.000955581665039,2,2,0,0,0
91,98,1,PursuitEvasion8x8-v0,PursuitEvasion8x8-v0/klr_k1_seed4_i1-v0,0,2,None,0.8362831858407079,0.0044247787610619,0.8407079646017699,0.831858407079646,7.0,0.0,0.0173976421356201,0.000955581665039,2,0,0,2,0
92,1198,0,PursuitEvasion8x8-v0,PursuitEvasion8x8-v0/sp_seed2_i0-v0,0,2,None,0.9778761061946902,0.0132743362831858,0.991150442477876,0.9646017699115044,14.5,3.5,0.0353349447250366,0.0088285207748413,2,0,0,2,0
